game_id,week,team,opponent,player_id,pbp_player_name,gsis_id,player_name,position,q1_rush_att,q1_rush_yds,q1_ypc,site,team_q1_rush_att,team_q1_rush_yds,rb_q1_carry_share,rb_q1_yard_share,hit_15,hit_20,hit_25
2025_01_CAR_JAX,1,JAX,CAR,00-0036973,T.Etienne,00-0036973,Travis Etienne,RB,3,14.0,4.666666666666667,H,4,18.0,0.75,0.7777777777777778,0,0,0
2025_01_CAR_JAX,1,JAX,CAR,00-0040238,L.Allen,00-0040238,LeQuint Allen Jr.,RB,0,0.0,0.0,H,4,18.0,0.0,0.0,0,0,0
2025_01_CAR_JAX,1,JAX,CAR,00-0040719,B.Tuten,00-0040719,Bhayshul Tuten,RB,0,0.0,0.0,H,4,18.0,0.0,0.0,0,0,0
2025_01_CAR_JAX,1,JAX,CAR,00-0038555,T.Bigsby,00-0038555,Tank Bigsby,RB,0,0.0,0.0,H,4,18.0,0.0,0.0,0,0,0
2025_01_CIN_CLE,1,CIN,CLE,00-0038597,C.Brown,00-0038597,Chase Brown,RB,7,29.0,4.142857142857143,A,7,29.0,1.0,1.0,1,1,1
2025_01_CIN_CLE,1,CLE,CIN,00-0040162,D.Sampson,00-0040162,Dylan Sampson,RB,2,5.0,2.5,H,6,14.0,0.3333333333333333,0.35714285714285715,0,0,0
2025_01_CIN_CLE,1,CLE,CIN,00-0037267,J.Ford,00-0037267,Jerome Ford,RB,2,4.0,2.0,H,6,14.0,0.3333333333333333,0.2857142857142857,0,0,0
2025_01_CIN_CLE,1,CLE,CIN,00-0040466,R.Sanders,00-0040466,Raheim Sanders,RB,1,2.0,2.0,H,6,14.0,0.16666666666666666,0.14285714285714285,0,0,0
2025_01_DAL_PHI,1,DAL,PHI,00-0036997,J.Williams,00-0036997,Javonte Williams,RB,7,33.0,4.714285714285714,A,8,37.0,0.875,0.8918918918918919,1,1,1
2025_01_DAL_PHI,1,DAL,PHI,00-0035243,M.Sanders,00-0035243,Miles Sanders,RB,0,0.0,0.0,A,8,37.0,0.0,0.0,0,0,0
2025_01_DAL_PHI,1,PHI,DAL,00-0039746,W.Shipley,00-0039746,Will Shipley,RB,2,25.0,12.5,H,8,56.0,0.25,0.44642857142857145,1,1,1
2025_01_DAL_PHI,1,PHI,DAL,00-0034844,S.Barkley,00-0034844,Saquon Barkley,RB,4,20.0,5.0,H,8,56.0,0.5,0.35714285714285715,1,1,0
2025_01_DAL_PHI,1,PHI,DAL,00-0036265,A.Dillon,00-0036265,AJ Dillon,RB,0,0.0,0.0,H,8,56.0,0.0,0.0,0,0,0
2025_01_DET_GB,1,DET,GB,00-0039139,J.Gibbs,00-0039139,Jahmyr Gibbs,RB,3,20.0,6.666666666666667,A,5,29.0,0.6,0.6896551724137931,1,1,0
2025_01_DET_GB,1,DET,GB,00-0035685,D.Montgomery,00-0035685,David Montgomery,RB,2,9.0,4.5,A,5,29.0,0.4,0.3103448275862069,0,0,0
2025_01_DET_GB,1,GB,DET,00-0035700,J.Jacobs,00-0035700,Josh Jacobs,RB,5,8.0,1.6,H,6,11.0,0.8333333333333334,0.7272727272727273,0,0,0
2025_01_DET_GB,1,GB,DET,00-0038685,C.Brooks,00-0038685,Chris Brooks,RB,0,0.0,0.0,H,6,11.0,0.0,0.0,0,0,0
2025_01_DET_GB,1,GB,DET,00-0038797,E.Wilson,00-0038797,Emanuel Wilson,RB,0,0.0,0.0,H,6,11.0,0.0,0.0,0,0,0
2025_01_HOU_LA,1,HOU,LA,00-0033854,D.Ogunbowale,00-0033854,Dare Ogunbowale,RB,1,7.0,7.0,A,7,23.0,0.14285714285714285,0.30434782608695654,0,0,0
2025_01_HOU_LA,1,HOU,LA,00-0034791,N.Chubb,00-0034791,Nick Chubb,RB,3,6.0,2.0,A,7,23.0,0.42857142857142855,0.2608695652173913,0,0,0
2025_01_HOU_LA,1,HOU,LA,00-0037258,D.Pierce,00-0037258,Dameon Pierce,RB,1,2.0,2.0,A,7,23.0,0.14285714285714285,0.08695652173913043,0,0,0
2025_01_HOU_LA,1,HOU,LA,00-0040583,W.Marks,00-0040583,Woody Marks,RB,1,2.0,2.0,A,7,23.0,0.14285714285714285,0.08695652173913043,0,0,0
2025_01_HOU_LA,1,LA,HOU,00-0037840,K.Williams,00-0037840,Kyren Williams,RB,3,7.0,2.3333333333333335,H,4,8.0,0.75,0.875,0,0,0
2025_01_HOU_LA,1,LA,HOU,00-0039738,B.Corum,00-0039738,Blake Corum,RB,0,0.0,0.0,H,4,8.0,0.0,0.0,0,0,0
2025_01_KC_LAC,1,KC,LAC,00-0037197,I.Pacheco,00-0037197,Isiah Pacheco,RB,2,5.0,2.5,A,5,17.0,0.4,0.29411764705882354,0,0,0
2025_01_KC_LAC,1,KC,LAC,00-0033923,K.Hunt,00-0033923,Kareem Hunt,RB,1,1.0,1.0,A,5,17.0,0.2,0.058823529411764705,0,0,0
2025_01_KC_LAC,1,LAC,KC,00-0040666,O.Hampton,00-0040666,Omarion Hampton,RB,4,22.0,5.5,H,5,28.0,0.8,0.7857142857142857,1,1,0
2025_01_KC_LAC,1,LAC,KC,00-0036893,N.Harris,00-0036893,Najee Harris,RB,0,0.0,0.0,H,5,28.0,0.0,0.0,0,0,0
2025_01_LV_NE,1,LV,NE,00-0040122,A.Jeanty,00-0040122,Ashton Jeanty,RB,5,24.0,4.8,A,6,24.0,0.8333333333333334,1.0,1,1,0
2025_01_LV_NE,1,LV,NE,00-0038040,Z.White,00-0038040,Zamir White,RB,1,0.0,0.0,A,6,24.0,0.16666666666666666,0.0,0,0,0
2025_01_LV_NE,1,NE,LV,00-0040734,T.Henderson,00-0040734,TreVeyon Henderson,RB,1,7.0,7.0,H,6,17.0,0.16666666666666666,0.4117647058823529,0,0,0
2025_01_LV_NE,1,NE,LV,00-0036875,R.Stevenson,00-0036875,Rhamondre Stevenson,RB,3,6.0,2.0,H,6,17.0,0.5,0.35294117647058826,0,0,0
2025_01_LV_NE,1,NE,LV,00-0036328,A.Gibson,00-0036328,Antonio Gibson,RB,0,0.0,0.0,H,6,17.0,0.0,0.0,0,0,0
2025_01_MIA_IND,1,IND,MIA,00-0036223,J.Taylor,00-0036223,Jonathan Taylor,RB,7,29.0,4.142857142857143,H,11,44.0,0.6363636363636364,0.6590909090909091,1,1,1
2025_01_MIA_IND,1,IND,MIA,00-0040179,D.Giddens,00-0040179,DJ Giddens,RB,0,0.0,0.0,H,11,44.0,0.0,0.0,0,0,0
2025_01_MIA_IND,1,IND,MIA,00-0040476,U.Bentley,00-0040476,Ulysses Bentley IV,RB,0,0.0,0.0,H,11,44.0,0.0,0.0,0,0,0
2025_01_MIA_IND,1,MIA,IND,00-0039040,D.Achane,00-0039040,De'Von Achane,RB,2,7.0,3.5,A,2,7.0,1.0,1.0,0,0,0
2025_01_MIA_IND,1,MIA,IND,00-0040198,O.Gordon,00-0040198,Ollie Gordon II,RB,0,0.0,0.0,A,2,7.0,0.0,0.0,0,0,0
2025_01_MIN_CHI,1,CHI,MIN,00-0036275,D.Swift,00-0036275,D'Andre Swift,RB,3,1.0,0.3333333333333333,H,6,27.0,0.5,0.037037037037037035,0,0,0
2025_01_MIN_CHI,1,MIN,CHI,00-0037525,J.Mason,00-0037525,Jordan Mason,RB,2,12.0,6.0,A,5,21.0,0.4,0.5714285714285714,0,0,0
2025_01_MIN_CHI,1,MIN,CHI,00-0033293,A.Jones,00-0033293,Aaron Jones,RB,2,5.0,2.5,A,5,21.0,0.4,0.23809523809523808,0,0,0
2025_01_NYG_WAS,1,NYG,WAS,00-0039384,T.Tracy,00-0039384,Tyrone Tracy Jr.,RB,3,11.0,3.6666666666666665,A,5,17.0,0.6,0.6470588235294118,0,0,0
2025_01_NYG_WAS,1,NYG,WAS,00-0035250,D.Singletary,00-0035250,Devin Singletary,RB,0,0.0,0.0,A,5,17.0,0.0,0.0,0,0,0
2025_01_NYG_WAS,1,NYG,WAS,00-0040715,C.Skattebo,00-0040715,Cam Skattebo,RB,1,-2.0,-2.0,A,5,17.0,0.2,-0.11764705882352941,0,0,0
2025_01_NYG_WAS,1,WAS,NYG,00-0033699,A.Ekeler,00-0033699,Austin Ekeler,RB,4,19.0,4.75,H,7,39.0,0.5714285714285714,0.48717948717948717,1,0,0
2025_01_NYG_WAS,1,WAS,NYG,00-0040242,J.Croskey-Merritt,00-0040242,Jacory Croskey-Merritt,RB,0,0.0,0.0,H,7,39.0,0.0,0.0,0,0,0
2025_01_NYG_WAS,1,WAS,NYG,00-0033955,J.McNichols,00-0033955,Jeremy McNichols,RB,0,0.0,0.0,H,7,39.0,0.0,0.0,0,0,0
2025_01_PIT_NYJ,1,NYJ,PIT,00-0038120,B.Hall,00-0038120,Breece Hall,RB,5,38.0,7.6,H,11,49.0,0.45454545454545453,0.7755102040816326,1,1,1
2025_01_PIT_NYJ,1,NYJ,PIT,00-0039798,I.Davis,00-0039798,Isaiah Davis,RB,1,3.0,3.0,H,11,49.0,0.09090909090909091,0.061224489795918366,0,0,0
2025_01_PIT_NYJ,1,NYJ,PIT,00-0039794,B.Allen,00-0039794,Braelon Allen,RB,3,1.0,0.3333333333333333,H,11,49.0,0.2727272727272727,0.02040816326530612,0,0,0
2025_01_PIT_NYJ,1,PIT,NYJ,00-0036919,K.Gainwell,00-0036919,Kenneth Gainwell,RB,3,13.0,4.333333333333333,A,4,13.0,0.75,1.0,0,0,0
2025_01_PIT_NYJ,1,PIT,NYJ,00-0037228,J.Warren,00-0037228,Jaylen Warren,RB,1,0.0,0.0,A,4,13.0,0.25,0.0,0,0,0
2025_01_PIT_NYJ,1,PIT,NYJ,00-0040142,K.Johnson,00-0040142,Kaleb Johnson,RB,0,0.0,0.0,A,4,13.0,0.0,0.0,0,0,0
2025_01_SF_SEA,1,SEA,SF,00-0039165,Z.Charbonnet,00-0039165,Zach Charbonnet,RB,4,20.0,5.0,H,8,31.0,0.5,0.6451612903225806,1,1,0
2025_01_SF_SEA,1,SEA,SF,00-0038134,K.Walker,00-0038134,Kenneth Walker III,RB,2,8.0,4.0,H,8,31.0,0.25,0.25806451612903225,0,0,0
2025_01_SF_SEA,1,SF,SEA,00-0033280,C.McCaffrey,00-0033280,Christian McCaffrey,RB,4,6.0,1.5,A,7,19.0,0.5714285714285714,0.3157894736842105,0,0,0
2025_01_SF_SEA,1,SF,SEA,00-0037746,B.Robinson,00-0037746,Brian Robinson,RB,1,1.0,1.0,A,7,19.0,0.14285714285714285,0.05263157894736842,0,0,0
2025_01_TB_ATL,1,ATL,TB,00-0037263,T.Allgeier,00-0037263,Tyler Allgeier,RB,3,8.0,2.6666666666666665,H,6,13.0,0.5,0.6153846153846154,0,0,0
2025_01_TB_ATL,1,ATL,TB,00-0038542,B.Robinson,00-0038542,Bijan Robinson,RB,2,5.0,2.5,H,6,13.0,0.3333333333333333,0.38461538461538464,0,0,0
2025_01_TB_ATL,1,TB,ATL,00-0039361,B.Irving,00-0039361,Bucky Irving,RB,5,19.0,3.8,A,6,24.0,0.8333333333333334,0.7916666666666666,1,0,0
2025_01_TB_ATL,1,TB,ATL,00-0038951,S.Tucker,00-0038951,Sean Tucker,RB,0,0.0,0.0,A,6,24.0,0.0,0.0,0,0,0
2025_01_TB_ATL,1,TB,ATL,00-0037256,R.White,00-0037256,Rachaad White,RB,0,0.0,0.0,A,6,24.0,0.0,0.0,0,0,0
2025_01_TEN_DEN,1,DEN,TEN,00-0040730,R.Harvey,00-0040730,RJ Harvey,RB,2,10.0,5.0,H,3,13.0,0.6666666666666666,0.7692307692307693,0,0,0
2025_01_TEN_DEN,1,DEN,TEN,00-0036158,J.Dobbins,00-0036158,J.K. Dobbins,RB,1,3.0,3.0,H,3,13.0,0.3333333333333333,0.23076923076923078,0,0,0
2025_01_TEN_DEN,1,TEN,DEN,00-0035261,T.Pollard,00-0035261,Tony Pollard,RB,5,10.0,2.0,A,5,10.0,1.0,1.0,0,0,0
2025_01_TEN_DEN,1,TEN,DEN,00-0037594,J.Chestnut,00-0037594,Julius Chestnut,RB,0,0.0,0.0,A,5,10.0,0.0,0.0,0,0,0
2025_02_ATL_MIN,2,ATL,MIN,00-0038542,B.Robinson,00-0038542,Bijan Robinson,RB,5,54.0,10.8,A,7,65.0,0.7142857142857143,0.8307692307692308,1,1,1
2025_02_ATL_MIN,2,ATL,MIN,00-0037263,T.Allgeier,00-0037263,Tyler Allgeier,RB,2,11.0,5.5,A,7,65.0,0.2857142857142857,0.16923076923076924,0,0,0
2025_02_ATL_MIN,2,MIN,ATL,00-0033293,A.Jones,00-0033293,Aaron Jones,RB,3,9.0,3.0,H,7,17.0,0.42857142857142855,0.5294117647058824,0,0,0
