player_id,player_name,team,window,rush_yds_games,rush_yds_mean,rush_yds_median,rush_yds_std,rush_yds_min,rush_yds_p25,rush_yds_p75,rush_yds_max,rush_yds_hit_15,rush_yds_hit_20,rush_yds_hit_25,rush_att_mean,rush_att_median,carry_share_mean,yard_share_mean,rush_yds_hit_35,rush_yds_hit_45,rush_yds_hit_55,rush_yds_hit_40,rush_yds_hit_50,rush_yds_hit_60,rush_yds_hit_70,rush_yds_hit_80,rush_yds_hit_100
00-0039921,Trey Benson,ARI,Full Game,4,40.0,38.5,19.6596032513375,14.0,29.75,48.75,69.0,,,,7.25,8.0,0.31509775627422687,0.35820482227593314,,,,0.5,0.25,0.25,0.0,0.0,0.0
00-0040021,Phil Mafah,DAL,Full Game,1,18.0,18.0,0.0,18.0,18.0,18.0,18.0,,,,5.0,5.0,0.16666666666666666,0.1258741258741259,,,,0.0,0.0,0.0,0.0,0.0,0.0
00-0040039,Amar Johnson,LAC,Full Game,1,8.0,8.0,0.0,8.0,8.0,8.0,8.0,,,,2.0,2.0,0.125,0.19047619047619047,,,,0.0,0.0,0.0,0.0,0.0,0.0
00-0040067,Jacardia Wright,SEA,Full Game,1,20.0,20.0,0.0,20.0,20.0,20.0,20.0,,,,5.0,5.0,0.15151515151515152,0.22988505747126436,,,,0.0,0.0,0.0,0.0,0.0,0.0
00-0040078,Brashard Smith,KC,Full Game,11,13.727272727272727,7.0,16.630152839678725,1.0,4.5,11.0,56.0,,,,4.0,2.0,0.14069620892498255,0.128870987017885,,,,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0
00-0040122,Ashton Jeanty,LV,Full Game,17,57.35294117647059,50.0,33.86294378723912,7.0,35.0,67.0,138.0,,,,15.647058823529411,16.0,0.7113810809545106,0.7565825385472407,,,,0.6470588235294118,0.5294117647058824,0.47058823529411764,0.23529411764705882,0.17647058823529413,0.11764705882352941
00-0040142,Kaleb Johnson,PIT,Full Game,10,6.9,4.0,7.2725511342306834,-2.0,3.0,12.25,22.0,,,,2.8,2.0,0.1157109173004534,0.07745869809550195,,,,0.0,0.0,0.0,0.0,0.0,0.0
00-0040162,Dylan Sampson,CLE,Full Game,15,11.666666666666666,8.0,12.305373713228796,-4.0,1.0,23.0,32.0,,,,4.333333333333333,3.0,0.18033831072916096,0.1490252739769645,,,,0.0,0.0,0.0,0.0,0.0,0.0
00-0040179,DJ Giddens,IND,Full Game,4,24.0,26.0,13.874436925511608,3.0,17.25,32.75,41.0,,,,6.5,6.5,0.20535714285714285,0.2271554579528552,,,,0.25,0.0,0.0,0.0,0.0,0.0
00-0040198,Ollie Gordon II,MIA,Full Game,16,12.4375,8.5,15.67629081606998,-3.0,0.75,12.5,46.0,,,,4.375,3.0,0.17199603833553478,0.0926653910974305,,,,0.125,0.0,0.0,0.0,0.0,0.0
00-0040202,Devin Neal,NO,Full Game,8,25.75,20.0,21.211730245314737,1.0,10.5,32.75,70.0,,,,7.125,5.5,0.26429937015414956,0.2671901120933375,,,,0.25,0.125,0.125,0.125,0.0,0.0
00-0040205,Kalel Mullings,TEN,Full Game,3,2.3333333333333335,3.0,1.699673171197595,0.0,1.5,3.5,4.0,,,,1.0,1.0,0.036904761904761905,0.019698620188816268,,,,0.0,0.0,0.0,0.0,0.0,0.0
00-0040208,Tahj Brooks,CIN,Full Game,6,7.5,6.0,5.024937810560445,1.0,5.0,9.25,17.0,,,,2.6666666666666665,2.5,0.11278890191933671,0.09696326028360482,,,,0.0,0.0,0.0,0.0,0.0,0.0
