team,window,rush_yds_games,rush_yds_mean,rush_yds_median,rush_yds_std,rush_yds_min,rush_yds_p25,rush_yds_p75,rush_yds_max,rush_yds_hit_20,rush_yds_hit_25,rush_yds_hit_30,rush_yds_hit_35,rush_yds_hit_40,rush_att_mean,rush_att_median,ypc_mean,rush_yds_hit_45,rush_yds_hit_55,rush_yds_hit_65,rush_yds_hit_75,rush_yds_hit_50,rush_yds_hit_60,rush_yds_hit_70,rush_yds_hit_80,rush_yds_hit_100,rush_yds_hit_120
JAX,Q1,17,23.176470588235293,18.0,18.34709559998577,4.0,7.0,31.0,71.0,0.47058823529411764,0.4117647058823529,0.29411764705882354,0.17647058823529413,0.17647058823529413,5.823529411764706,6.0,3.9797979797979797,,,,,,,,,,
KC,Q1,17,25.235294117647058,21.0,13.989615525830352,7.0,17.0,30.0,66.0,0.5294117647058824,0.4117647058823529,0.29411764705882354,0.23529411764705882,0.11764705882352941,5.764705882352941,5.0,4.377551020408164,,,,,,,,,,
LA,Q1,17,35.1764705882353,27.0,22.72918645607487,8.0,15.0,50.0,79.0,0.6470588235294118,0.5294117647058824,0.47058823529411764,0.47058823529411764,0.4117647058823529,6.470588235294118,6.0,5.4363636363636365,,,,,,,,,,
LAC,Q1,17,25.941176470588236,26.0,16.621993184917578,3.0,14.0,29.0,69.0,0.6470588235294118,0.5294117647058824,0.23529411764705882,0.17647058823529413,0.11764705882352941,6.352941176470588,6.0,4.083333333333333,,,,,,,,,,
LV,Q1,17,20.705882352941178,18.0,15.414907627443952,-1.0,9.0,28.0,58.0,0.47058823529411764,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.11764705882352941,5.235294117647059,5.0,3.955056179775281,,,,,,,,,,
MIA,Q1,17,38.64705882352941,32.0,24.482745848671826,5.0,21.0,54.0,96.0,0.7647058823529411,0.7058823529411765,0.5882352941176471,0.47058823529411764,0.47058823529411764,6.0,7.0,6.4411764705882355,,,,,,,,,,
MIN,Q1,17,22.176470588235293,21.0,12.368057977366046,1.0,16.0,29.0,46.0,0.5882352941176471,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.11764705882352941,6.0588235294117645,6.0,3.6601941747572817,,,,,,,,,,
NE,Q1,17,40.8235294117647,32.0,27.231545924269625,11.0,19.0,57.0,108.0,0.7058823529411765,0.5882352941176471,0.5294117647058824,0.4117647058823529,0.4117647058823529,7.647058823529412,7.0,5.338461538461538,,,,,,,,,,
NO,Q1,17,20.11764705882353,18.0,16.291038146030857,-1.0,10.0,27.0,71.0,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.058823529411764705,0.058823529411764705,5.529411764705882,5.0,3.6382978723404253,,,,,,,,,,
NYG,Q1,17,27.11764705882353,22.0,15.818389718526891,-3.0,17.0,39.0,60.0,0.6470588235294118,0.47058823529411764,0.4117647058823529,0.29411764705882354,0.23529411764705882,6.235294117647059,6.0,4.349056603773585,,,,,,,,,,
