game_id,week,team,window,opponent,site,rush_att,rush_yds,ypc
2025_15_ARI_HOU,15,ARI,1H,HOU,A,8,26.0,3.25
2025_15_ATL_TB,15,ATL,1H,TB,A,11,66.0,6.0
2025_15_BAL_CIN,15,BAL,1H,CIN,A,12,68.0,5.666666666666667
2025_15_BUF_NE,15,BUF,1H,NE,A,11,53.0,4.818181818181818
2025_15_CAR_NO,15,CAR,1H,NO,A,16,74.0,4.625
2025_15_CLE_CHI,15,CLE,1H,CHI,A,6,20.0,3.3333333333333335
2025_15_DET_LA,15,DET,1H,LA,A,12,50.0,4.166666666666667
2025_15_GB_DEN,15,GB,1H,DEN,A,10,36.0,3.6
2025_15_IND_SEA,15,IND,1H,SEA,A,19,72.0,3.789473684210526
2025_15_LAC_KC,15,LAC,1H,KC,A,12,33.0,2.75
2025_15_LV_PHI,15,LV,1H,PHI,A,6,22.0,3.6666666666666665
2025_15_MIA_PIT,15,MIA,1H,PIT,A,12,52.0,4.333333333333333
2025_15_MIN_DAL,15,MIN,1H,DAL,A,13,38.0,2.923076923076923
2025_15_NYJ_JAX,15,NYJ,1H,JAX,A,17,52.0,3.0588235294117645
2025_15_TEN_SF,15,TEN,1H,SF,A,12,67.0,5.583333333333333
2025_15_WAS_NYG,15,WAS,1H,NYG,A,21,107.0,5.095238095238095
2025_16_ATL_ARI,16,ATL,1H,ARI,A,13,77.0,5.923076923076923
2025_16_BUF_CLE,16,BUF,1H,CLE,A,16,133.0,8.3125
2025_16_CIN_MIA,16,CIN,1H,MIA,A,10,39.0,3.9
2025_16_GB_CHI,16,GB,1H,CHI,A,23,95.0,4.130434782608695
2025_16_JAX_DEN,16,JAX,1H,DEN,A,11,41.0,3.727272727272727
2025_16_KC_TEN,16,KC,1H,TEN,A,11,39.0,3.5454545454545454
2025_16_LAC_DAL,16,LAC,1H,DAL,A,13,60.0,4.615384615384615
2025_16_LA_SEA,16,LA,1H,SEA,A,24,90.0,3.75
2025_16_LV_HOU,16,LV,1H,HOU,A,17,62.0,3.6470588235294117
2025_16_MIN_NYG,16,MIN,1H,NYG,A,14,48.0,3.4285714285714284
2025_16_NE_BAL,16,NE,1H,BAL,A,11,22.0,2.0
2025_16_NYJ_NO,16,NYJ,1H,NO,A,11,28.0,2.5454545454545454
2025_16_PHI_WAS,16,PHI,1H,WAS,A,13,76.0,5.846153846153846
2025_16_PIT_DET,16,PIT,1H,DET,A,6,32.0,5.333333333333333
2025_16_SF_IND,16,SF,1H,IND,A,15,85.0,5.666666666666667
2025_16_TB_CAR,16,TB,1H,CAR,A,19,86.0,4.526315789473684
2025_17_ARI_CIN,17,ARI,1H,CIN,A,8,18.0,2.25
2025_17_BAL_GB,17,BAL,1H,GB,A,29,175.0,6.0344827586206895
2025_17_CHI_SF,17,CHI,1H,SF,A,7,46.0,6.571428571428571
2025_17_DAL_WAS,17,DAL,1H,WAS,A,24,127.0,5.291666666666667
2025_17_DEN_KC,17,DEN,1H,KC,A,14,65.0,4.642857142857143
2025_17_DET_MIN,17,DET,1H,MIN,A,15,34.0,2.2666666666666666
2025_17_HOU_LAC,17,HOU,1H,LAC,A,16,73.0,4.5625
2025_17_JAX_IND,17,JAX,1H,IND,A,10,52.0,5.2
2025_17_LA_ATL,17,LA,1H,ATL,A,10,26.0,2.6
2025_17_NE_NYJ,17,NE,1H,NYJ,A,23,115.0,5.0
2025_17_NO_TEN,17,NO,1H,TEN,A,10,17.0,1.7
2025_17_NYG_LV,17,NYG,1H,LV,A,14,88.0,6.285714285714286
2025_17_PHI_BUF,17,PHI,1H,BUF,A,16,64.0,4.0
2025_17_PIT_CLE,17,PIT,1H,CLE,A,12,73.0,6.083333333333333
2025_17_SEA_CAR,17,SEA,1H,CAR,A,15,81.0,5.4
2025_17_TB_MIA,17,TB,1H,MIA,A,8,20.0,2.5
2025_18_ARI_LA,18,ARI,1H,LA,A,6,31.0,5.166666666666667
2025_18_BAL_PIT,18,BAL,1H,PIT,A,19,122.0,6.421052631578948
2025_18_CAR_TB,18,CAR,1H,TB,A,7,5.0,0.7142857142857143
2025_18_CLE_CIN,18,CLE,1H,CIN,A,5,14.0,2.8
2025_18_DAL_NYG,18,DAL,1H,NYG,A,17,95.0,5.588235294117647
2025_18_DET_CHI,18,DET,1H,CHI,A,10,37.0,3.7
2025_18_GB_MIN,18,GB,1H,MIN,A,14,15.0,1.0714285714285714
2025_18_IND_HOU,18,IND,1H,HOU,A,11,19.0,1.7272727272727273
2025_18_KC_LV,18,KC,1H,LV,A,13,54.0,4.153846153846154
2025_18_LAC_DEN,18,LAC,1H,DEN,A,9,44.0,4.888888888888889
2025_18_MIA_NE,18,MIA,1H,NE,A,17,61.0,3.588235294117647
2025_18_NO_ATL,18,NO,1H,ATL,A,9,19.0,2.111111111111111
2025_18_NYJ_BUF,18,NYJ,1H,BUF,A,14,46.0,3.2857142857142856
2025_18_SEA_SF,18,SEA,1H,SF,A,19,115.0,6.052631578947368
2025_18_TEN_JAX,18,TEN,1H,JAX,A,10,39.0,3.9
2025_18_WAS_PHI,18,WAS,1H,PHI,A,17,67.0,3.9411764705882355
2025_01_ARI_NO,1,NO,Full Game,ARI,H,22,107.0,4.863636363636363
2025_01_BAL_BUF,1,BUF,Full Game,BAL,H,31,108.0,3.4838709677419355
2025_01_CAR_JAX,1,JAX,Full Game,CAR,H,32,200.0,6.25
2025_01_CIN_CLE,1,CLE,Full Game,CIN,H,24,49.0,2.0416666666666665
2025_01_DAL_PHI,1,PHI,Full Game,DAL,H,38,158.0,4.157894736842105
2025_01_DET_GB,1,GB,Full Game,DET,H,25,78.0,3.12
2025_01_HOU_LA,1,LA,Full Game,HOU,H,25,72.0,2.88
2025_01_KC_LAC,1,LAC,Full Game,KC,H,25,90.0,3.6
2025_01_LV_NE,1,NE,Full Game,LV,H,18,60.0,3.3333333333333335
2025_01_MIA_IND,1,IND,Full Game,MIA,H,40,156.0,3.9
2025_01_MIN_CHI,1,CHI,Full Game,MIN,H,26,119.0,4.576923076923077
2025_01_NYG_WAS,1,WAS,Full Game,NYG,H,32,220.0,6.875
2025_01_PIT_NYJ,1,NYJ,Full Game,PIT,H,39,182.0,4.666666666666667
2025_01_SF_SEA,1,SEA,Full Game,SF,H,26,84.0,3.230769230769231
2025_01_TB_ATL,1,ATL,Full Game,TB,H,28,69.0,2.4642857142857144
2025_01_TEN_DEN,1,DEN,Full Game,TEN,H,30,151.0,5.033333333333333
2025_02_ATL_MIN,2,MIN,Full Game,ATL,H,19,78.0,4.105263157894737
2025_02_BUF_NYJ,2,NYJ,Full Game,BUF,H,21,100.0,4.761904761904762
2025_02_CAR_ARI,2,ARI,Full Game,CAR,H,22,82.0,3.727272727272727
2025_02_CHI_DET,2,DET,Full Game,CHI,H,30,177.0,5.9
2025_02_CLE_BAL,2,BAL,Full Game,CLE,H,21,45.0,2.142857142857143
2025_02_DEN_IND,2,IND,Full Game,DEN,H,32,167.0,5.21875
2025_02_JAX_CIN,2,CIN,Full Game,JAX,H,17,48.0,2.823529411764706
2025_02_LAC_LV,2,LV,Full Game,LAC,H,19,68.0,3.5789473684210527
2025_02_LA_TEN,2,TEN,Full Game,LA,H,26,109.0,4.1923076923076925
2025_02_NE_MIA,2,MIA,Full Game,NE,H,15,61.0,4.066666666666666
2025_02_NYG_DAL,2,DAL,Full Game,NYG,H,28,135.0,4.821428571428571
2025_02_PHI_KC,2,KC,Full Game,PHI,H,26,121.0,4.653846153846154
2025_02_SEA_PIT,2,PIT,Full Game,SEA,H,21,72.0,3.4285714285714284
2025_02_SF_NO,2,NO,Full Game,SF,H,30,121.0,4.033333333333333
2025_02_TB_HOU,2,HOU,Full Game,TB,H,19,84.0,4.421052631578948
2025_02_WAS_GB,2,GB,Full Game,WAS,H,30,135.0,4.5
2025_03_ARI_SF,3,SF,Full Game,ARI,H,20,73.0,3.65
2025_03_ATL_CAR,3,CAR,Full Game,ATL,H,30,110.0,3.6666666666666665
2025_03_CIN_MIN,3,MIN,Full Game,CIN,H,31,169.0,5.451612903225806
2025_03_DAL_CHI,3,CHI,Full Game,DAL,H,29,87.0,3.0
2025_03_DEN_LAC,3,LAC,Full Game,DEN,H,28,106.0,3.7857142857142856
2025_03_DET_BAL,3,BAL,Full Game,DET,H,19,85.0,4.473684210526316
2025_03_GB_CLE,3,CLE,Full Game,GB,H,19,96.0,5.052631578947368
2025_03_HOU_JAX,3,JAX,Full Game,HOU,H,24,86.0,3.5833333333333335
2025_03_IND_TEN,3,TEN,Full Game,IND,H,23,86.0,3.739130434782609
2025_03_KC_NYG,3,NYG,Full Game,KC,H,27,130.0,4.814814814814815
2025_03_LA_PHI,3,PHI,Full Game,LA,H,27,86.0,3.185185185185185
2025_03_LV_WAS,3,WAS,Full Game,LV,H,32,201.0,6.28125
2025_03_MIA_BUF,3,BUF,Full Game,MIA,H,27,157.0,5.814814814814815
2025_03_NO_SEA,3,SEA,Full Game,NO,H,33,87.0,2.6363636363636362
2025_03_NYJ_TB,3,TB,Full Game,NYJ,H,34,122.0,3.588235294117647
2025_03_PIT_NE,3,NE,Full Game,PIT,H,29,119.0,4.103448275862069
2025_04_BAL_KC,4,KC,Full Game,BAL,H,32,118.0,3.6875
2025_04_CAR_NE,4,NE,Full Game,CAR,H,29,104.0,3.586206896551724
2025_04_CHI_LV,4,LV,Full Game,CHI,H,31,240.0,7.741935483870968
2025_04_CIN_DEN,4,DEN,Full Game,CIN,H,38,186.0,4.894736842105263
2025_04_CLE_DET,4,DET,Full Game,CLE,H,29,109.0,3.7586206896551726
2025_04_GB_DAL,4,DAL,Full Game,GB,H,26,117.0,4.5
2025_04_IND_LA,4,LA,Full Game,IND,H,26,102.0,3.923076923076923
2025_04_JAX_SF,4,SF,Full Game,JAX,H,24,83.0,3.4583333333333335
2025_04_LAC_NYG,4,NYG,Full Game,LAC,H,42,161.0,3.8333333333333335
2025_04_MIN_PIT,4,PIT,Full Game,MIN,H,29,131.0,4.517241379310345
2025_04_NO_BUF,4,BUF,Full Game,NO,H,32,165.0,5.15625
2025_04_NYJ_MIA,4,MIA,Full Game,NYJ,H,31,123.0,3.967741935483871
2025_04_PHI_TB,4,TB,Full Game,PHI,H,26,104.0,4.0
2025_04_SEA_ARI,4,ARI,Full Game,SEA,H,17,89.0,5.235294117647059
2025_04_TEN_HOU,4,HOU,Full Game,TEN,H,35,129.0,3.6857142857142855
2025_04_WAS_ATL,4,ATL,Full Game,WAS,H,37,128.0,3.4594594594594597
2025_05_DAL_NYJ,5,NYJ,Full Game,DAL,H,22,144.0,6.545454545454546
2025_05_DEN_PHI,5,PHI,Full Game,DEN,H,11,45.0,4.090909090909091
2025_05_DET_CIN,5,CIN,Full Game,DET,H,16,85.0,5.3125
2025_05_HOU_BAL,5,BAL,Full Game,HOU,H,19,44.0,2.3157894736842106
2025_05_KC_JAX,5,JAX,Full Game,KC,H,26,109.0,4.1923076923076925
2025_05_LV_IND,5,IND,Full Game,LV,H,25,96.0,3.84
2025_05_MIA_CAR,5,CAR,Full Game,MIA,H,32,239.0,7.46875
2025_05_MIN_CLE,5,CLE,Full Game,MIN,H,32,140.0,4.375
2025_05_NE_BUF,5,BUF,Full Game,NE,H,29,118.0,4.068965517241379
2025_05_NYG_NO,5,NO,Full Game,NYG,H,30,88.0,2.933333333333333
2025_05_SF_LA,5,LA,Full Game,SF,H,16,78.0,4.875
2025_05_TB_SEA,5,SEA,Full Game,TB,H,20,122.0,6.1
2025_05_TEN_ARI,5,ARI,Full Game,TEN,H,29,168.0,5.793103448275862
2025_05_WAS_LAC,5,LAC,Full Game,WAS,H,27,155.0,5.7407407407407405
2025_06_ARI_IND,6,IND,Full Game,ARI,H,27,150.0,5.555555555555555
2025_06_BUF_ATL,6,ATL,Full Game,BUF,H,32,210.0,6.5625
2025_06_CHI_WAS,6,WAS,Full Game,CHI,H,31,124.0,4.0
2025_06_CIN_GB,6,GB,Full Game,CIN,H,33,153.0,4.636363636363637
2025_06_CLE_PIT,6,PIT,Full Game,CLE,H,28,100.0,3.5714285714285716
2025_06_DAL_CAR,6,CAR,Full Game,DAL,H,38,216.0,5.684210526315789
2025_06_DEN_NYJ,6,NYJ,Full Game,DEN,H,31,92.0,2.967741935483871
2025_06_DET_KC,6,KC,Full Game,DET,H,29,112.0,3.8620689655172415
2025_06_LAC_MIA,6,MIA,Full Game,LAC,H,21,137.0,6.523809523809524
2025_06_LA_BAL,6,BAL,Full Game,LA,H,37,179.0,4.837837837837838
2025_06_NE_NO,6,NO,Full Game,NE,H,23,73.0,3.1739130434782608
2025_06_PHI_NYG,6,NYG,Full Game,PHI,H,39,172.0,4.410256410256411
2025_06_SEA_JAX,6,JAX,Full Game,SEA,H,19,59.0,3.1052631578947367
2025_06_SF_TB,6,TB,Full Game,SF,H,26,104.0,4.0
2025_06_TEN_LV,6,LV,Full Game,TEN,H,32,68.0,2.125
2025_07_ATL_SF,7,SF,Full Game,ATL,H,39,174.0,4.461538461538462
2025_07_CAR_NYJ,7,NYJ,Full Game,CAR,H,20,81.0,4.05
2025_07_GB_ARI,7,ARI,Full Game,GB,H,28,94.0,3.357142857142857
2025_07_HOU_SEA,7,SEA,Full Game,HOU,H,33,118.0,3.5757575757575757
2025_07_IND_LAC,7,LAC,Full Game,IND,H,16,54.0,3.375
2025_07_LA_JAX,7,JAX,Full Game,LA,H,19,94.0,4.947368421052632
2025_07_LV_KC,7,KC,Full Game,LV,H,41,152.0,3.707317073170732
2025_07_MIA_CLE,7,CLE,Full Game,MIA,H,33,104.0,3.1515151515151514
2025_07_NE_TEN,7,TEN,Full Game,NE,H,12,39.0,3.25
2025_07_NO_CHI,7,CHI,Full Game,NO,H,40,222.0,5.55
2025_07_NYG_DEN,7,DEN,Full Game,NYG,H,24,142.0,5.916666666666667
2025_07_PHI_MIN,7,MIN,Full Game,PHI,H,23,89.0,3.869565217391304
2025_07_PIT_CIN,7,CIN,Full Game,PIT,H,23,142.0,6.173913043478261
2025_07_TB_DET,7,DET,Full Game,TB,H,32,164.0,5.125
2025_07_WAS_DAL,7,DAL,Full Game,WAS,H,31,152.0,4.903225806451613
2025_08_BUF_CAR,8,CAR,Full Game,BUF,H,28,114.0,4.071428571428571
2025_08_CHI_BAL,8,BAL,Full Game,CHI,H,35,177.0,5.057142857142857
2025_08_CLE_NE,8,NE,Full Game,CLE,H,35,177.0,5.057142857142857
2025_08_DAL_DEN,8,DEN,Full Game,DAL,H,28,179.0,6.392857142857143
2025_08_GB_PIT,8,PIT,Full Game,GB,H,18,93.0,5.166666666666667
2025_08_MIA_ATL,8,ATL,Full Game,MIA,H,17,45.0,2.6470588235294117
2025_08_MIN_LAC,8,LAC,Full Game,MIN,H,43,207.0,4.813953488372093
2025_08_NYG_PHI,8,PHI,Full Game,NYG,H,33,276.0,8.363636363636363
2025_08_NYJ_CIN,8,CIN,Full Game,NYJ,H,23,181.0,7.869565217391305
2025_08_SF_HOU,8,HOU,Full Game,SF,H,36,157.0,4.361111111111111
2025_08_TB_NO,8,NO,Full Game,TB,H,15,48.0,3.2
2025_08_TEN_IND,8,IND,Full Game,TEN,H,18,164.0,9.11111111111111
2025_08_WAS_KC,8,KC,Full Game,WAS,H,30,148.0,4.933333333333334
2025_09_ARI_DAL,9,DAL,Full Game,ARI,H,21,123.0,5.857142857142857
2025_09_ATL_NE,9,NE,Full Game,ATL,H,33,110.0,3.3333333333333335
2025_09_BAL_MIA,9,MIA,Full Game,BAL,H,20,87.0,4.35
2025_09_CAR_GB,9,GB,Full Game,CAR,H,25,104.0,4.16
2025_09_CHI_CIN,9,CIN,Full Game,CHI,H,15,46.0,3.066666666666667
2025_09_DEN_HOU,9,HOU,Full Game,DEN,H,28,77.0,2.75
2025_09_IND_PIT,9,PIT,Full Game,IND,H,23,38.0,1.6521739130434783
2025_09_JAX_LV,9,LV,Full Game,JAX,H,19,57.0,3.0
2025_09_KC_BUF,9,BUF,Full Game,KC,H,35,141.0,4.0285714285714285
2025_09_LAC_TEN,9,TEN,Full Game,LAC,H,19,88.0,4.631578947368421
2025_09_MIN_DET,9,DET,Full Game,MIN,H,20,65.0,3.25
2025_09_NO_LA,9,LA,Full Game,NO,H,43,171.0,3.9767441860465116
2025_09_SEA_WAS,9,WAS,Full Game,SEA,H,36,157.0,4.361111111111111
2025_09_SF_NYG,9,NYG,Full Game,SF,H,21,117.0,5.571428571428571
2025_10_ARI_SEA,10,SEA,Full Game,ARI,H,46,198.0,4.304347826086956
2025_10_ATL_IND,10,IND,Full Game,ATL,H,41,323.0,7.878048780487805
2025_10_BAL_MIN,10,MIN,Full Game,BAL,H,18,120.0,6.666666666666667
2025_10_BUF_MIA,10,MIA,Full Game,BUF,H,32,197.0,6.15625
2025_10_CLE_NYJ,10,NYJ,Full Game,CLE,H,33,127.0,3.8484848484848486
2025_10_DET_WAS,10,WAS,Full Game,DET,H,27,93.0,3.4444444444444446
2025_10_JAX_HOU,10,HOU,Full Game,JAX,H,22,130.0,5.909090909090909
2025_10_LA_SF,10,SF,Full Game,LA,H,21,74.0,3.5238095238095237
2025_10_LV_DEN,10,DEN,Full Game,LV,H,27,84.0,3.111111111111111
2025_10_NE_TB,10,TB,Full Game,NE,H,21,113.0,5.380952380952381
2025_10_NO_CAR,10,CAR,Full Game,NO,H,23,73.0,3.1739130434782608
2025_10_NYG_CHI,10,CHI,Full Game,NYG,H,28,171.0,6.107142857142857
2025_10_PHI_GB,10,GB,Full Game,PHI,H,27,104.0,3.8518518518518516
2025_10_PIT_LAC,10,LAC,Full Game,PIT,H,31,115.0,3.7096774193548385
2025_11_BAL_CLE,11,CLE,Full Game,BAL,H,25,106.0,4.24
2025_11_CAR_ATL,11,ATL,Full Game,CAR,H,28,125.0,4.464285714285714
2025_11_CHI_MIN,11,MIN,Full Game,CHI,H,22,115.0,5.2272727272727275
2025_11_CIN_PIT,11,PIT,Full Game,CIN,H,28,111.0,3.9642857142857144
2025_11_DAL_LV,11,LV,Full Game,DAL,H,12,27.0,2.25
2025_11_DET_PHI,11,PHI,Full Game,DET,H,40,148.0,3.7
2025_11_GB_NYG,11,NYG,Full Game,GB,H,38,142.0,3.736842105263158
2025_11_HOU_TEN,11,TEN,Full Game,HOU,H,17,58.0,3.411764705882353
2025_11_KC_DEN,11,DEN,Full Game,KC,H,21,59.0,2.8095238095238093
2025_11_LAC_JAX,11,JAX,Full Game,LAC,H,47,192.0,4.085106382978723
2025_11_NYJ_NE,11,NE,Full Game,NYJ,H,27,65.0,2.4074074074074074
2025_11_SEA_LA,11,LA,Full Game,SEA,H,22,119.0,5.409090909090909
2025_11_SF_ARI,11,ARI,Full Game,SF,H,14,36.0,2.5714285714285716
2025_11_TB_BUF,11,BUF,Full Game,TB,H,23,97.0,4.217391304347826
2025_11_WAS_MIA,11,MIA,Full Game,WAS,H,31,169.0,5.451612903225806
2025_12_ATL_NO,12,NO,Full Game,ATL,H,28,79.0,2.8214285714285716
2025_12_BUF_HOU,12,HOU,Full Game,BUF,H,26,108.0,4.153846153846154
2025_12_CAR_SF,12,SF,Full Game,CAR,H,38,147.0,3.8684210526315788
2025_12_CLE_LV,12,LV,Full Game,CLE,H,21,60.0,2.857142857142857
2025_12_IND_KC,12,KC,Full Game,IND,H,41,148.0,3.6097560975609757
2025_12_JAX_ARI,12,ARI,Full Game,JAX,H,20,55.0,2.75
2025_12_MIN_GB,12,GB,Full Game,MIN,H,42,146.0,3.4761904761904763
2025_12_NE_CIN,12,CIN,Full Game,NE,H,23,120.0,5.217391304347826
2025_12_NYG_DET,12,DET,Full Game,NYG,H,20,237.0,11.85
2025_12_NYJ_BAL,12,BAL,Full Game,NYJ,H,34,98.0,2.8823529411764706
2025_12_PHI_DAL,12,DAL,Full Game,PHI,H,31,125.0,4.032258064516129
2025_12_PIT_CHI,12,CHI,Full Game,PIT,H,25,99.0,3.96
2025_12_SEA_TEN,12,TEN,Full Game,SEA,H,22,64.0,2.909090909090909
2025_12_TB_LA,12,LA,Full Game,TB,H,19,70.0,3.6842105263157894
2025_13_ARI_TB,13,TB,Full Game,ARI,H,27,95.0,3.5185185185185186
2025_13_ATL_NYJ,13,NYJ,Full Game,ATL,H,28,110.0,3.9285714285714284
2025_13_BUF_PIT,13,PIT,Full Game,BUF,H,18,58.0,3.2222222222222223
2025_13_CHI_PHI,13,PHI,Full Game,CHI,H,17,87.0,5.117647058823529
2025_13_CIN_BAL,13,BAL,Full Game,CIN,H,22,123.0,5.590909090909091
2025_13_DEN_WAS,13,WAS,Full Game,DEN,H,33,143.0,4.333333333333333
2025_13_GB_DET,13,DET,Full Game,GB,H,30,119.0,3.966666666666667
2025_13_HOU_IND,13,IND,Full Game,HOU,H,23,86.0,3.739130434782609
2025_13_JAX_TEN,13,TEN,Full Game,JAX,H,14,67.0,4.785714285714286
2025_13_KC_DAL,13,DAL,Full Game,KC,H,26,137.0,5.269230769230769
2025_13_LA_CAR,13,CAR,Full Game,LA,H,40,164.0,4.1
2025_13_LV_LAC,13,LAC,Full Game,LV,H,43,192.0,4.465116279069767
2025_13_MIN_SEA,13,SEA,Full Game,MIN,H,32,125.0,3.90625
2025_13_NO_MIA,13,MIA,Full Game,NO,H,32,164.0,5.125
2025_13_NYG_NE,13,NE,Full Game,NYG,H,29,119.0,4.103448275862069
2025_13_SF_CLE,13,CLE,Full Game,SF,H,31,138.0,4.451612903225806
2025_14_CHI_GB,14,GB,Full Game,CHI,H,26,117.0,4.5
2025_14_CIN_BUF,14,BUF,Full Game,CIN,H,29,183.0,6.310344827586207
2025_14_DAL_DET,14,DET,Full Game,DAL,H,22,109.0,4.954545454545454
2025_14_DEN_LV,14,LV,Full Game,DEN,H,12,40.0,3.3333333333333335
2025_14_HOU_KC,14,KC,Full Game,HOU,H,29,126.0,4.344827586206897
2025_14_IND_JAX,14,JAX,Full Game,IND,H,32,103.0,3.21875
2025_14_LA_ARI,14,ARI,Full Game,LA,H,14,51.0,3.642857142857143
2025_14_MIA_NYJ,14,NYJ,Full Game,MIA,H,17,65.0,3.823529411764706
2025_14_NO_TB,14,TB,Full Game,NO,H,39,179.0,4.589743589743589
2025_14_PHI_LAC,14,LAC,Full Game,PHI,H,38,169.0,4.447368421052632
2025_14_PIT_BAL,14,BAL,Full Game,PIT,H,40,217.0,5.425
2025_14_SEA_ATL,14,ATL,Full Game,SEA,H,31,120.0,3.870967741935484
2025_14_TEN_CLE,14,CLE,Full Game,TEN,H,20,61.0,3.05
2025_14_WAS_MIN,14,MIN,Full Game,WAS,H,34,162.0,4.764705882352941
2025_15_ARI_HOU,15,HOU,Full Game,ARI,H,33,143.0,4.333333333333333
2025_15_ATL_TB,15,TB,Full Game,ATL,H,22,88.0,4.0
2025_15_BAL_CIN,15,CIN,Full Game,BAL,H,29,100.0,3.4482758620689653
2025_15_BUF_NE,15,NE,Full Game,BUF,H,25,246.0,9.84
2025_15_CAR_NO,15,NO,Full Game,CAR,H,25,81.0,3.24
2025_15_CLE_CHI,15,CHI,Full Game,CLE,H,33,142.0,4.303030303030303
2025_15_DET_LA,15,LA,Full Game,DET,H,29,159.0,5.482758620689655
2025_15_GB_DEN,15,DEN,Full Game,GB,H,31,89.0,2.870967741935484
2025_15_IND_SEA,15,SEA,Full Game,IND,H,22,50.0,2.272727272727273
2025_15_LAC_KC,15,KC,Full Game,LAC,H,21,49.0,2.3333333333333335
2025_15_LV_PHI,15,PHI,Full Game,LV,H,47,183.0,3.893617021276596
2025_15_MIA_PIT,15,PIT,Full Game,MIA,H,32,135.0,4.21875
2025_15_MIN_DAL,15,DAL,Full Game,MIN,H,29,138.0,4.758620689655173
2025_15_NYJ_JAX,15,JAX,Full Game,NYJ,H,27,108.0,4.0
2025_15_TEN_SF,15,SF,Full Game,TEN,H,38,138.0,3.6315789473684212
2025_15_WAS_NYG,15,NYG,Full Game,WAS,H,29,146.0,5.0344827586206895
2025_16_ATL_ARI,16,ARI,Full Game,ATL,H,23,132.0,5.739130434782608
2025_16_BUF_CLE,16,CLE,Full Game,BUF,H,31,160.0,5.161290322580645
2025_16_CIN_MIA,16,MIA,Full Game,CIN,H,28,129.0,4.607142857142857
2025_16_GB_CHI,16,CHI,Full Game,GB,H,26,150.0,5.769230769230769
2025_16_JAX_DEN,16,DEN,Full Game,JAX,H,17,101.0,5.9411764705882355
2025_16_KC_TEN,16,TEN,Full Game,KC,H,40,164.0,4.1
2025_16_LAC_DAL,16,DAL,Full Game,LAC,H,23,91.0,3.9565217391304346
2025_16_LA_SEA,16,SEA,Full Game,LA,H,25,171.0,6.84
2025_16_LV_HOU,16,HOU,Full Game,LV,H,26,83.0,3.1923076923076925
2025_16_MIN_NYG,16,NYG,Full Game,MIN,H,30,128.0,4.266666666666667
2025_16_NE_BAL,16,BAL,Full Game,NE,H,33,171.0,5.181818181818182
2025_16_NYJ_NO,16,NO,Full Game,NYJ,H,25,84.0,3.36
2025_16_PHI_WAS,16,WAS,Full Game,PHI,H,26,90.0,3.4615384615384617
2025_16_PIT_DET,16,DET,Full Game,PIT,H,12,15.0,1.25
2025_16_SF_IND,16,IND,Full Game,SF,H,20,58.0,2.9
2025_16_TB_CAR,16,CAR,Full Game,TB,H,20,101.0,5.05
2025_17_ARI_CIN,17,CIN,Full Game,ARI,H,35,120.0,3.4285714285714284
2025_17_BAL_GB,17,GB,Full Game,BAL,H,17,79.0,4.647058823529412
2025_17_CHI_SF,17,SF,Full Game,CHI,H,34,200.0,5.882352941176471
2025_17_DAL_WAS,17,WAS,Full Game,DAL,H,16,138.0,8.625
2025_17_DEN_KC,17,KC,Full Game,DEN,H,19,82.0,4.315789473684211
2025_17_DET_MIN,17,MIN,Full Game,DET,H,28,158.0,5.642857142857143
2025_17_HOU_LAC,17,LAC,Full Game,HOU,H,22,74.0,3.3636363636363638
2025_17_JAX_IND,17,IND,Full Game,JAX,H,22,69.0,3.1363636363636362
2025_17_LA_ATL,17,ATL,Full Game,LA,H,33,219.0,6.636363636363637
2025_17_NE_NYJ,17,NYJ,Full Game,NE,H,28,164.0,5.857142857142857
2025_17_NO_TEN,17,TEN,Full Game,NO,H,28,108.0,3.857142857142857
2025_17_NYG_LV,17,LV,Full Game,NYG,H,20,63.0,3.15
2025_17_PHI_BUF,17,BUF,Full Game,PHI,H,33,120.0,3.6363636363636362
2025_17_PIT_CLE,17,CLE,Full Game,PIT,H,25,78.0,3.12
2025_17_SEA_CAR,17,CAR,Full Game,SEA,H,26,99.0,3.8076923076923075
2025_17_TB_MIA,17,MIA,Full Game,TB,H,30,145.0,4.833333333333333
2025_18_ARI_LA,18,LA,Full Game,ARI,H,31,143.0,4.612903225806452
2025_18_BAL_PIT,18,PIT,Full Game,BAL,H,24,100.0,4.166666666666667
2025_18_CAR_TB,18,TB,Full Game,CAR,H,42,140.0,3.3333333333333335
2025_18_CLE_CIN,18,CIN,Full Game,CLE,H,25,142.0,5.68
2025_18_DAL_NYG,18,NYG,Full Game,DAL,H,32,161.0,5.03125
2025_18_DET_CHI,18,CHI,Full Game,DET,H,18,65.0,3.611111111111111
2025_18_GB_MIN,18,MIN,Full Game,GB,H,31,137.0,4.419354838709677
2025_18_IND_HOU,18,HOU,Full Game,IND,H,32,134.0,4.1875
2025_18_KC_LV,18,LV,Full Game,KC,H,32,118.0,3.6875
2025_18_LAC_DEN,18,DEN,Full Game,LAC,H,31,116.0,3.7419354838709675
2025_18_MIA_NE,18,NE,Full Game,MIA,H,34,243.0,7.147058823529412
2025_18_NO_ATL,18,ATL,Full Game,NO,H,25,49.0,1.96
2025_18_NYJ_BUF,18,BUF,Full Game,NYJ,H,43,211.0,4.906976744186046
2025_18_SEA_SF,18,SF,Full Game,SEA,H,12,53.0,4.416666666666667
2025_18_TEN_JAX,18,JAX,Full Game,TEN,H,24,64.0,2.6666666666666665
